LOAN_ID|ORIG_CHN|Seller.Name|ORIG_RT|ORIG_AMT|ORIG_TRM|ORIG_DTE|FRST_DTE|OLTV|OCLTV|NUM_BO|DTI|CSCORE_B|FTHB_FLG|PURPOSE|PROP_TYP|NUM_UNIT|OCC_STAT|STATE|ZIP_3|MI_PCT|Product.Type|CSCORE_C|MI_TYPE|RELOCATION_FLG
944996624309|R|JP MORGAN CHASE BANK, NA|8.125|35000|180|11/1999|01/2000|35.0||2.0|24.0|639.0|N|R|SF|1|I|KY|402||FRM|682.0||N
671348474615|C|OTHER|8.125|102000|360|12/1999|02/2000|80.0||2.0|29.0|757.0|N|P|CO|1|S|NV|891||FRM|||N
288210722348|B|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|9.25|170000|360|01/2000|04/2000|54.0||2.0|32.0|713.0|N|C|SF|1|P|IL|600||FRM|||N
269776147778|R|BANK OF AMERICA, N.A.|9.375|76000|360|01/2000|03/2000|95.0||1.0|42.0|776.0|N|P|SF|1|S|FL|342|30.0|FRM||2.0|N
554661008835|R|BISHOPS GATE RESIDENTIAL MORTGAGE TRUST|8.375|253000|360|03/2000|04/2000|70.0||2.0|33.0|619.0|N|P|SF|1|P|IL|600||FRM|611.0||N
500396312292|C|SUNTRUST MORTGAGE INC.|8.25|83000|360|02/2000|04/2000|79.0||2.0||734.0|N|C|SF|1|P|OR|974||FRM|748.0||N
579339206151|R|BANK OF AMERICA, N.A.|8.5|129000|360|02/2000|04/2000|95.0||2.0|34.0|655.0|Y|P|CO|1|P|MI|483|30.0|FRM|730.0|2.0|N
886134839943|B|JPMORGAN CHASE BANK, NA|8.0|85000|360|02/2000|04/2000|63.0||2.0|28.0|798.0|N|P|SF|1|P|ND|585||FRM|801.0||N
733290361255|R|OTHER|8.125|130000|360|03/2000|05/2000|52.0||2.0|42.0|733.0|N|P|SF|1|P|OR|977||FRM|701.0||N
156297916345|R|BISHOPS GATE RESIDENTIAL MORTGAGE TRUST|7.75|112000|360|01/2000|03/2000|74.0||1.0|53.0|770.0|N|C|SF|1|P|MA|15||FRM|||N
595442319904|R|BANK OF AMERICA, N.A.|7.875|107000|360|02/2000|04/2000|80.0||1.0|31.0|758.0|Y|P|SF|1|P|CA|935||FRM|||N
773247011634|R|OTHER|8.375|92000|276|10/1999|01/2000|68.0||2.0|22.0|806.0|N|C|SF|1|P|OH|452||FRM|814.0||N
268522283152|R|HARWOOD STREET FUNDING I, LLC|8.375|129000|360|12/1999|02/2000|97.0||2.0|41.0|753.0|N|P|PU|1|P|TX|774|18.0|FRM|680.0|1.0|N
329936926530|R|JPMORGAN CHASE BANK, NA|7.75|40000|360|11/1999|01/2000|36.0||1.0|38.0|646.0|N|P|SF|1|P|CA|956||FRM|||N
293851367887|B|NETBANK FUNDING SERVICES|8.5|57000|360|02/2000|03/2000|48.0||1.0|29.0|726.0|N|C|SF|1|P|MN|551||FRM|||N
774266999296|C|CITIMORTGAGE, INC.|8.375|65000|360|01/2000|03/2000|69.0||1.0|32.0|697.0|N|P|SF|1|P|OH|446||FRM|||N
961876454222|C|JPMORGAN CHASE BANK, NA|7.25|100000|180|12/1999|03/2000|45.0||2.0|32.0|787.0|N|C|SF|1|P|AR|719||FRM|||N
797245505219|C|OTHER|8.0|77000|360|01/2000|03/2000|67.0||2.0|28.0|756.0|N|P|SF|1|P|KY|400||FRM|745.0||N
577160471881|R|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|8.375|155000|360|01/2000|03/2000|71.0||2.0|51.0|655.0|N|P|SF|1|P|TN|372||FRM|||N
263419798128|R|BANK OF AMERICA, N.A.|8.375|112000|276|12/1999|01/2000|69.0||1.0|26.0|692.0|N|R|SF|1|P|FL|329||FRM|||N
172522922088|C|OTHER|8.375|97000|360|02/2000|04/2000|80.0||2.0|30.0|650.0|Y|P|SF|1|P|AL|360||FRM|742.0||N
326389667934|B|FIRST TENNESSEE BANK NATIONAL ASSOCIATION|8.0|172000|360|02/2000|04/2000|74.0||2.0|35.0|624.0|N|C|SF|1|P|CA|920||FRM|624.0||N
593684327766|B|JPMORGAN CHASE BANK, NA|8.125|163000|360|12/1999|02/2000|77.0||1.0|14.0|732.0|N|P|SF|1|P|NY|115||FRM|||N
130344081233|C|CITIMORTGAGE, INC.|7.875|75000|180|01/2000|03/2000|19.0||2.0|27.0|768.0|N|P|SF|1|P|CA|949||FRM|763.0||N
607926149505|R|HARWOOD STREET FUNDING I, LLC|8.125|106000|360|12/1999|02/2000|70.0||2.0|29.0||N|C|SF|1|P|CO|802||FRM|691.0||N
764641376317|C|OTHER|8.0|90000|360|12/1999|02/2000|95.0||1.0||705.0|N|P|SF|1|P|OH|442|30.0|FRM||1.0|N
396756518560|C|NETBANK FUNDING SERVICES|8.25|94000|360|12/1999|02/2000|97.0||2.0|46.0|708.0|Y|P|SF|1|P|OH|455|18.0|FRM|730.0|1.0|N
477388991051|B|JPMORGAN CHASE BANK, NA|8.25|108000|360|12/1999|02/2000|90.0||1.0|38.0|679.0|Y|P|SF|1|P|UT|840|25.0|FRM||1.0|N
778097451393|C|OTHER|8.125|144000|360|01/2000|03/2000|90.0||2.0|49.0|625.0|Y|P|SF|1|P|CO|800|25.0|FRM|639.0|1.0|N
885897880106|R|FIRST TENNESSEE BANK NATIONAL ASSOCIATION|7.625|175000|180|12/1999|02/2000|80.0||2.0||750.0|N|C|SF|1|P|TN|385||FRM|801.0||N
196200903721|B|FLAGSTAR BANK, FSB|8.125|248000|360|01/2000|03/2000|76.0||2.0|56.0|716.0|N|C|SF|1|P|CA|945||FRM|695.0||N
365691793601|B|JPMORGAN CHASE BANK, NA|7.875|129000|360|12/1999|02/2000|90.0||1.0|29.0||Y|P|SF|1|P|GA|300|25.0|FRM||1.0|N
962586740794|B|CITIMORTGAGE, INC.|8.0|93000|180|12/1999|02/2000|80.0||2.0|39.0|682.0|N|C|SF|1|P|MO|648||FRM|||N
302298582417|C|JPMORGAN CHASE BANK, NA|8.25|140000|360|12/1999|02/2000|80.0||1.0|40.0||N|P|CO|1|P|NY|100||FRM|||N
431220734171|R|USAA FEDERAL SAVINGS BANK|8.0|181000|360|02/2000|04/2000|95.0||2.0|51.0|754.0|N|P|SF|1|P|HI|967|25.0|FRM|739.0|1.0|N
301563820925|B|JPMORGAN CHASE BANK, NA|7.75|120000|360|12/1999|02/2000|85.0||2.0|23.0|729.0|N|P|SF|1|P|IL|606|12.0|FRM|662.0|1.0|N
993723337675|B|JPMORGAN CHASE BANK, NA|8.75|55000|360|02/2000|04/2000|73.0||2.0|15.0|606.0|N|C|SF|1|P|OH|456||FRM|624.0||N
125646330065|C|FLAGSTAR BANK, FSB|7.75|144000|360|12/1999|02/2000|69.0||2.0|35.0|701.0|N|P|SF|1|P|CO|808||FRM|676.0||N
248354840131|R|CITIMORTGAGE, INC.|8.375|51000|360|02/2000|04/2000|41.0||1.0|31.0|680.0|N|C|SF|1|P|CA|958||FRM|||N
308672147401|R|WELLS FARGO BANK, N.A.|8.375|53000|360|12/1999|02/2000|41.0||1.0|14.0|773.0|Y|P|CO|1|P|ME|40||FRM|||N
995909336849|C|FIRST TENNESSEE BANK NATIONAL ASSOCIATION|7.5|75000|180|11/1999|01/2000|40.0||2.0|31.0|706.0|N|C|SF|1|P|NJ|80||FRM|752.0||N
481694045122|R|OTHER|7.625|151000|360|01/2000|02/2000|79.0||2.0|29.0|681.0|Y|P|SF|1|P|TX|773||FRM|746.0||N
576740118028|R|WELLS FARGO BANK, N.A.|7.75|133000|360|11/1999|01/2000|90.0||2.0|34.0|774.0|N|P|SF|1|P|NC|281|25.0|FRM|752.0|1.0|N
207972289859|R|CITIMORTGAGE, INC.|7.25|240000|180|12/1999|02/2000|60.0||2.0|31.0|762.0|N|P|SF|1|P|OH|441||FRM|771.0||N
518641450206|R|OTHER|8.125|134000|360|01/2000|03/2000|79.0||2.0|25.0|789.0|N|P|SF|1|P|MA|23||FRM|789.0||N
328651332016|C|BANK OF AMERICA, N.A.|8.75|22000|180|12/1999|02/2000|44.0||2.0|50.0|676.0|N|C|SF|1|I|CA|937||FRM|745.0||N
898364089072|B|JPMORGAN CHASE BANK, NA|8.5|58000|360|03/2000|04/2000|94.0||1.0|23.0|636.0|N|P|SF|1|P|MN|551|30.0|FRM||1.0|N
465114298259|B|OTHER|8.0|214000|360|01/2000|03/2000|95.0||2.0|28.0|702.0|N|P|SF|1|P|CA|913|25.0|FRM|654.0|1.0|N
933465049767|C|JPMORGAN CHASE BANK, NA|7.375|113000|180|12/1999|02/2000|80.0||1.0|32.0|737.0|Y|P|PU|1|P|AZ|857||FRM|||N
581401369385|B|BANK OF AMERICA, N.A.|7.75|35000|360|12/1999|02/2000|38.0||1.0|48.0|747.0|N|C|SF|1|P|IN|463||FRM|||N
646418056295|C|JPMORGAN CHASE BANK, NA|8.625|32000|360|12/1999|02/2000|80.0||2.0|33.0|686.0|N|P|SF|1|I|CA|935||FRM|||N
551746183655|B|BANK OF AMERICA, N.A.|9.0|84000|360|12/1999|02/2000|95.0||1.0|27.0||Y|P|CO|1|P|FL|330|30.0|FRM||2.0|N
711622449925|B|JPMORGAN CHASE BANK, NA|8.0|63000|360|12/1999|02/2000|70.0||2.0|57.0|555.0|N|R|MH|1|P|WA|993||FRM|||N
591351489318|C|JPMORGAN CHASE BANK, NA|7.75|253000|360|12/1999|02/2000|70.0||2.0|27.0|747.0|N|R|PU|1|P|TX|786||FRM|764.0||N
734137230919|R|OTHER|7.5|54000|180|12/1999|02/2000|34.0||1.0|36.0|776.0|N|R|SF|1|P|AK|995||FRM|||N
325719496987|C|JPMORGAN CHASE BANK, NA|7.625|140000|180|12/1999|02/2000|70.0||1.0|33.0|767.0|N|P|SF|1|I|UT|843||FRM|||N
766813335848|R|REGIONS BANK|7.75|253000|360|02/2000|03/2000|67.0||1.0|37.0|762.0|N|R|SF|1|P|MO|656||FRM|||N
229566863930|B|OTHER|9.5|208000|360|02/2000|04/2000|71.0||2.0|39.0|706.0|N|C|SF|1|P|MI|481||FRM|727.0||N
844608885525|R|OTHER|8.375|90000|360|02/2000|04/2000|73.0||1.0|58.0|690.0|N|P|SF|1|P|NV|891||FRM|||N
745821190518|B|REGIONS BANK|7.875|134000|360|01/2000|03/2000|90.0||1.0|28.0|682.0|N|P|SF|1|S|AZ|852|25.0|FRM||1.0|N
174987466773|C|SUNTRUST MORTGAGE INC.|7.875|82000|180|01/2000|03/2000|80.0||1.0|52.0|764.0|N|R|SF|1|P|FL|339||FRM|||N
503926641499|C|JPMORGAN CHASE BANK, NA|7.625|117000|360|02/2000|04/2000|93.0||2.0|26.0|643.0|Y|P|SF|1|P|CT|65|30.0|FRM||1.0|N
791126502981|B|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|8.375|125000|360|02/2000|04/2000|53.0||1.0|50.0|776.0|Y|P|SF|1|P|MD|214||FRM|||N
758529143739|C|OTHER|7.25|55000|360|11/1999|01/2000|43.0||1.0|60.0|782.0|N|P|SF|1|P|IL|604||FRM|||N
391951725571|R|WELLS FARGO BANK, N.A.|7.75|64000|180|02/2000|04/2000|80.0||2.0|32.0|737.0|N|C|CO|1|P|FL|323||FRM|739.0||N
906152661324|C|OTHER|8.75|128000|360|02/2000|04/2000|75.0||1.0|38.0|614.0|Y|P|SF|1|P|CA|921||FRM|||N
387962912196|R|WELLS FARGO BANK, N.A.|8.5|160000|360|01/2000|03/2000|67.0||1.0|43.0|713.0|N|C|SF|1|P|NY|119||FRM|||N
593658206001|B|OTHER|8.5|77000|180|02/2000|04/2000|64.0||1.0|43.0|641.0|N|R|SF|1|P|IN|463||FRM|||N
930865562371|C|JPMORGAN CHASE BANK, NA|7.875|110000|360|12/1999|02/2000|80.0||1.0|30.0|789.0|Y|P|SF|1|P|OH|430||FRM|||N
490409275881|B|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|8.375|65000|360|02/2000|04/2000|72.0||1.0|20.0|655.0|N|P|SF|1|P|TX|776||FRM|||N
676611434775|B|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|8.25|130000|360|02/2000|03/2000|80.0||1.0||743.0|N|P|SF|1|P|TX|786||FRM|||N
878899938865|B|GMAC MORTGAGE, LLC|8.625|193000|360|12/1999|02/2000|97.0||2.0||686.0|N|P|SF|1|P|CA|925|18.0|FRM|724.0|1.0|N
248333576135|R|OTHER|7.875|124000|180|02/2000|03/2000|80.0||2.0|19.0|749.0|N|P|SF|1|P|AL|363||FRM|779.0||N
825931550834|R|GMAC MORTGAGE, LLC|8.75|64000|360|03/2000|05/2000|67.0||2.0|39.0|670.0|N|C|SF|1|P|WI|548||FRM|644.0||N
536236329538|C|FLAGSTAR BANK, FSB|7.5|85000|360|01/2000|03/2000|80.0||2.0|41.0|697.0|N|P|SF|1|P|NH|30||FRM|689.0||N
751548532858|R|BISHOPS GATE RESIDENTIAL MORTGAGE TRUST|8.375|90000|360|12/1999|02/2000|80.0||2.0|35.0|698.0|Y|P|SF|1|P|FL|334||FRM|681.0||N
426993732279|B|JPMORGAN CHASE BANK, NA|8.5|135000|360|01/2000|03/2000|95.0||1.0|39.0|659.0|N|P|SF|1|P|PA|190|30.0|FRM||1.0|N
414143192292|R|OTHER|8.0|146000|360|12/1999|02/2000|60.0||2.0|16.0|796.0|N|P|SF|1|P|TN|373||FRM|770.0||N
998833390846|R|JPMORGAN CHASE BANK, NA|7.625|82000|360|12/1999|01/2000|95.0||1.0|24.0|742.0|Y|P|SF|1|P|GA|305|30.0|FRM||1.0|N
484610144680|B|JPMORGAN CHASE BANK, NA|8.375|35000|360|12/1999|02/2000|75.0||1.0|44.0|639.0|N|R|SF|1|P|KY|407||FRM|||N
199312769994|R|JPMORGAN CHASE BANK, NA|7.625|200000|360|01/2000|03/2000|95.0||2.0|49.0|747.0|N|P|SF|1|P|NJ|86|25.0|FRM|715.0|1.0|N
199412390057|R|GMAC MORTGAGE, LLC|8.0|120000|240|12/1999|02/2000|75.0||2.0|62.0|707.0|N|C|SF|1|P|MA|21||FRM|717.0||N
108650901829|R|JPMORGAN CHASE BANK, NA|7.375|95000|360|11/1999|01/2000|75.0||2.0|13.0|774.0|N|C|SF|1|P|WA|988||FRM|||N
957856709666|R|FIRST TENNESSEE BANK NATIONAL ASSOCIATION|7.25|178000|360|11/1999|01/2000|75.0||2.0|23.0|738.0|N|P|SF|1|P|MD|210||FRM|795.0||N
239979466594|C|GMAC MORTGAGE, LLC|7.875|146000|180|11/1999|01/2000|90.0||2.0|42.0|687.0|N|R|SF|1|P|NY|140|12.0|FRM|687.0|1.0|N
156130696815|B|OTHER|8.0|135000|360|01/2000|03/2000|56.0||1.0|28.0|669.0|N|C|SF|1|P|CA|945||FRM|||N
173992666157|B|BANK OF AMERICA, N.A.|8.125|100000|360|02/2000|04/2000|58.0||1.0|32.0|640.0|Y|P|SF|1|P|HI|967||FRM|||N
648514538722|C|OTHER|8.25|31000|360|11/1999|01/2000|27.0||1.0|28.0|704.0|N|C|SF|1|P|IN|474||FRM|||N
426766717952|C|NETBANK FUNDING SERVICES|7.625|107000|360|01/2000|03/2000|80.0||2.0|27.0|782.0|N|P|SF|1|P|KY|405||FRM|782.0||N
466412263414|B|NETBANK FUNDING SERVICES|7.5|43000|180|01/2000|03/2000|43.0||1.0|24.0|800.0|N|C|SF|1|P|AL|350||FRM|||N
164915468979|B|OTHER|7.875|120000|360|12/1999|02/2000|80.0||1.0|26.0|763.0|N|P|PU|1|P|TX|761||FRM|||N
355771687328|R|FIRST TENNESSEE BANK NATIONAL ASSOCIATION|9.25|145000|360|02/2000|04/2000|89.0||1.0|43.0|580.0|N|R|SF|1|P|OR|972|25.0|FRM||1.0|N
410037521796|B|BANK OF AMERICA, N.A.|9.375|80000|360|01/2000|03/2000|97.0||2.0|50.0|749.0|Y|P|SF|1|P|AZ|864|18.0|FRM|754.0|1.0|N
826655924832|R|OTHER|8.0|79000|360|02/2000|04/2000|90.0||2.0|28.0||Y|P|SF|1|P|AL|360|25.0|FRM||1.0|N
679640169314|R|OTHER|7.75|112000|360|11/1999|01/2000|90.0||1.0|35.0|700.0|Y|P|SF|1|P|MA|18||FRM|||N
694463089569|R|WELLS FARGO BANK, N.A.|7.625|230000|180|12/1999|02/2000|74.0||2.0|44.0|764.0|N|P|SF|1|S|NJ|80||FRM|697.0||N
900526895035|B|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|8.125|77000|180|01/2000|02/2000|43.0||1.0|39.0|688.0|Y|P|SF|1|P|NJ|87||FRM|||N
749716140108|B|OTHER|8.0|66000|360|12/1999|02/2000|75.0||1.0|40.0|671.0|Y|P|CP|1|P|NY|106||FRM|||N
216227565591|R|WELLS FARGO BANK, N.A.|8.25|114000|360|01/2000|03/2000|97.0||2.0|42.0|759.0|N|P|SF|1|P|VA|229|18.0|FRM|758.0|1.0|N
616862163638|B|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|7.875|62000|360|10/1999|12/1999|90.0||2.0|36.0|655.0|N|R|SF|1|P|TX|784|25.0|FRM||1.0|N
714620476282|R|USAA FEDERAL SAVINGS BANK|8.125|133000|360|12/1999|02/2000|95.0||2.0|45.0|659.0|N|P|SF|1|P|MN|551|30.0|FRM|660.0|1.0|N
334520475939|R|USAA FEDERAL SAVINGS BANK|7.875|81000|360|11/1999|01/2000|95.0||1.0|22.0|770.0|N|P|SF|1|P|OK|740|30.0|FRM||1.0|N
181398001025|C|NETBANK FUNDING SERVICES|8.5|194000|360|02/2000|05/2000|90.0||1.0|31.0|690.0|Y|P|SF|1|P|TN|381|17.0|FRM||1.0|N
633392748356|R|JPMORGAN CHASE BANK, NA|7.625|135000|180|12/1999|02/2000|70.0||2.0|47.0|769.0|N|C|SF|1|P|VA|232||FRM|||N
502733180952|R|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|9.0|60000|360|11/1999|01/2000|80.0||2.0|27.0|651.0|N|R|SF|1|I|GA|300||FRM|||N
389715834069|B|NETBANK FUNDING SERVICES|7.75|85000|180|12/1999|02/2000|73.0||2.0|33.0|635.0|N|R|SF|1|P|IA|512||FRM|701.0||N
707637602957|B|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|8.25|121000|360|12/1999|02/2000|90.0||2.0|18.0|645.0|N|P|SF|1|S|VT|53|25.0|FRM||1.0|N
448907025009|R|OTHER|8.55|60000|360|12/1999|02/2000|56.0||1.0|37.0|735.0|N|C|SF|1|P|MA|18||FRM|||N
268737986553|R|JPMORGAN CHASE BANK, NA|7.625|215000|360|01/2000|03/2000|80.0||2.0|29.0|685.0|N|P|PU|1|P|MD|209||FRM|725.0||N
602717341037|R|BANK OF AMERICA, N.A.|8.0|226000|360|12/1999|02/2000|74.0||2.0|35.0|710.0|N|R|PU|1|P|CA|930||FRM|716.0||N
298152845990|R|OTHER|7.875|125000|360|01/2000|03/2000|95.0||1.0|28.0|784.0|N|P|SF|1|P|GA|303|25.0|FRM||1.0|N
536689109852|B|CITIMORTGAGE, INC.|8.125|114000|360|09/1999|11/1999|97.0||1.0|43.0|658.0|Y|P|SF|1|P|FL|331|30.0|FRM||1.0|N
505193825759|R|BANK OF AMERICA, N.A.|8.5|252000|360|12/1999|02/2000|90.0||2.0|51.0|538.0|N|P|PU|1|P|CA|907|25.0|FRM|568.0|2.0|N
950422902739|C|OTHER|8.25|92000|180|02/2000|04/2000|47.0||2.0|12.0|676.0|N|P|SF|1|P|TX|790||FRM|707.0||N
431777979214|R|OTHER|8.25|196000|360|02/2000|04/2000|80.0||2.0|41.0|728.0|N|P|SF|1|P|UT|840||FRM|785.0||N
965279198862|R|OTHER|8.125|181000|360|02/2000|04/2000|95.0||3.0|30.0||Y|P|PU|1|P|HI|967|30.0|FRM|765.0|1.0|N
840973390180|B|JPMORGAN CHASE BANK, NA|7.75|240000|360|11/1999|01/2000|46.0||1.0|30.0|741.0|Y|P|PU|1|P|CA|949||FRM|||N
527687806232|R|FIRST TENNESSEE BANK NATIONAL ASSOCIATION|6.5|135000|180|12/1999|02/2000|72.0||2.0|21.0|662.0|N|P|SF|1|P|PA|183||FRM|773.0||N
466786895338|B|CITIMORTGAGE, INC.|8.625|97000|360|01/2000|03/2000|71.0||1.0|37.0|628.0|N|C|SF|2|P|CA|921||FRM|||N
667212208546|B|JPMORGAN CHASE BANK, NA|7.75|121000|360|12/1999|02/2000|95.0||1.0|48.0|692.0|N|P|SF|1|P|UT|840|30.0|FRM||1.0|N
342729945886|C|OTHER|9.0|180000|360|11/1999|01/2000|65.0||2.0|31.0|676.0|N|C|SF|1|P|PR|9||FRM|525.0||N
567273056764|B|BANK OF AMERICA, N.A.|8.125|106000|360|02/2000|04/2000|80.0||2.0|19.0|697.0|N|P|SF|1|P|TX|760||FRM|700.0||N
855588949508|R|BISHOPS GATE RESIDENTIAL MORTGAGE TRUST|8.75|91000|360|02/2000|04/2000|97.0||2.0|40.0|700.0|N|P|SF|1|P|NC|283|18.0|FRM|697.0|1.0|N
351895223495|B|JPMORGAN CHASE BANK, NA|8.25|110000|360|12/1999|01/2000|90.0||2.0|29.0|734.0|N|P|SF|1|P|MI|494|25.0|FRM|738.0|1.0|N
940703473510|B|OTHER|8.125|83000|360|12/1999|02/2000|72.0||2.0|27.0|760.0|N|C|SF|1|P|MI|480||FRM|695.0||N
655521342052|C|AMTRUST BANK|8.375|165000|360|02/2000|04/2000|62.0||1.0|22.0|784.0|N|P|SF|1|P|RI|28||FRM|||N
845086075240|B|JPMORGAN CHASE BANK, NA|7.75|80000|360|12/1999|01/2000|80.0||1.0|32.0|745.0|Y|P|SF|1|P|NC|274||FRM|||N
191450988416|R|BANK OF AMERICA, N.A.|9.125|152000|360|02/2000|04/2000|95.0||1.0|39.0|656.0|N|P|SF|1|P|AZ|853|30.0|FRM||2.0|N
978669269557|C|JPMORGAN CHASE BANK, NA|8.0|240000|360|01/2000|03/2000|71.0||2.0|39.0|718.0|N|P|PU|1|P|OR|976||FRM|744.0||N
723605084652|R|OTHER|7.0|149000|360|12/1999|01/2000|80.0||2.0|12.0|814.0|N|P|SF|1|P|IN|461||FRM|814.0||N
277823948652|C|FLAGSTAR BANK, FSB|7.75|440000|360|01/2000|03/2000|80.0||1.0|30.0|686.0|N|P|SF|4|P|HI|967||FRM|||N
413976925149|R|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|7.375|120000|240|12/1999|02/2000|63.0||2.0|39.0|736.0|N|P|SF|1|P|CA|933||FRM|||N
786621675680|C|AMTRUST BANK|8.5|110000|360|01/2000|02/2000|90.0||2.0|30.0|784.0|N|P|CO|1|I|CO|800|25.0|FRM|799.0|1.0|N
135898421746|C|OTHER|8.25|56000|240|11/1999|01/2000|75.0||1.0|36.0|574.0|N|C|SF|1|P|NY|129||FRM|||N
193461360983|B|NETBANK FUNDING SERVICES|8.125|114000|360|12/1999|02/2000|97.0||2.0|47.0|700.0|Y|P|SF|1|P|CO|801|30.0|FRM|738.0|1.0|N
478625557153|B|BANK OF AMERICA, N.A.|7.875|71000|360|12/1999|02/2000|88.0||1.0|33.0|685.0|Y|P|SF|1|P|OK|741|25.0|FRM||1.0|N
489659464688|B|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|8.125|184000|360|12/1999|02/2000|80.0||2.0|28.0|780.0|N|P|CP|1|P|NY|100||FRM|||N
174981601125|C|JPMORGAN CHASE BANK, NA|8.125|125000|360|11/1999|01/2000|95.0||2.0|32.0|780.0|N|P|SF|1|P|PA|175|25.0|FRM||1.0|N
582495623112|R|BISHOPS GATE RESIDENTIAL MORTGAGE TRUST|7.75|171000|360|12/1999|02/2000|90.0||2.0|18.0|753.0|N|P|SF|1|P|NJ|76|25.0|FRM|753.0|1.0|N
507552160013|R|REGIONS BANK|7.75|33000|180|12/1999|02/2000|49.0||1.0|39.0|728.0|N|P|SF|1|P|AL|356||FRM|||N
349249201401|R|BISHOPS GATE RESIDENTIAL MORTGAGE TRUST|7.875|84000|360|12/1999|02/2000|80.0||2.0|25.0|782.0|N|P|SF|1|P|MN|553||FRM|||N
207864629600|C|SUNTRUST MORTGAGE INC.|6.75|63000|360|02/1999|04/1999|87.0||1.0|33.0|741.0|N|R|SF|1|P|VA|232|25.0|FRM||1.0|N
859936537433|R|OTHER|8.125|145000|360|02/2000|04/2000|79.0||2.0||692.0|Y|P|CO|1|P|MI|490||FRM|660.0||N
145099266028|R|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|7.75|51000|180|12/1999|02/2000|71.0||1.0|15.0|781.0|N|C|SF|1|S|FL|344||FRM|||N
846024934123|C|AMTRUST BANK|8.0|129000|360|12/1999|02/2000|89.0||2.0|44.0|672.0|N|P|SF|1|P|WI|532|25.0|FRM|704.0|1.0|N
139196108480|B|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|7.625|71000|360|11/1999|01/2000|79.0||2.0|32.0|740.0|N|P|SF|1|P|GA|305||FRM|||N
850785445324|B|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|8.25|63000|360|12/1999|02/2000|90.0||1.0|38.0|763.0|Y|P|SF|1|P|NY|125|25.0|FRM||1.0|N
722042204810|B|JPMORGAN CHASE BANK, NA|8.5|184000|360|12/1999|02/2000|80.0||2.0|40.0|587.0|N|P|SF|1|P|CA|956||FRM|577.0||N
571741949265|R|GMAC MORTGAGE, LLC|8.0|116000|360|12/1999|02/2000|80.0||1.0|39.0|640.0|N|P|SF|1|P|CA|946||FRM|||N
146382100647|R|SUNTRUST MORTGAGE INC.|7.25|125000|360|08/1999|10/1999|66.0||2.0|29.0|675.0|N|R|SF|1|P|GA|301||FRM|675.0||N
678714771661|R|OTHER|8.625|120000|360|01/2000|03/2000|73.0||2.0|27.0|758.0|N|P|SF|1|P|OH|435||FRM|766.0||N
441359411664|R|GMAC MORTGAGE, LLC|7.5|248000|360|12/1999|02/2000|80.0||2.0|33.0|769.0|N|P|SF|1|P|CA|956||FRM|769.0||N
922095941183|R|CITIMORTGAGE, INC.|7.875|120000|360|11/1999|01/2000|78.0||2.0|37.0|771.0|Y|P|SF|1|P|NY|117||FRM|||N
798004455535|R|OTHER|8.375|131000|360|02/2000|04/2000|80.0||2.0|40.0|746.0|N|P|SF|1|P|CA|923||FRM|648.0||N
479405072991|C|AMTRUST BANK|8.125|50000|180|02/2000|03/2000|19.0||1.0|21.0|774.0|N|P|SF|1|P|SC|299||FRM|||N
666305066667|C|CITIMORTGAGE, INC.|8.75|49000|360|02/2000|04/2000|33.0||2.0|31.0|729.0|N|C|SF|1|P|IL|604||FRM|||N
616281666751|R|JPMORGAN CHASE BANK, NA|7.625|165000|360|12/1999|02/2000|75.0||2.0|34.0|722.0|N|C|SF|1|P|CA|917||FRM|||N
549327463910|R|OTHER|8.0|141000|360|11/1999|01/2000|90.0||2.0|39.0|751.0|Y|P|SF|1|P|LA|704|25.0|FRM|799.0|1.0|N
794201297637|R|BANK OF AMERICA, N.A.|7.875|102000|360|12/1999|02/2000|80.0||1.0|34.0|652.0|Y|P|PU|1|P|CO|802||FRM|||N
411762436122|B|BANK OF AMERICA, N.A.|8.0|150000|360|12/1999|02/2000|75.0||1.0|60.0|723.0|N|C|SF|1|P|CO|802||FRM|||N
449742153632|B|JPMORGAN CHASE BANK, NA|8.0|58000|360|10/1999|11/1999|80.0||2.0|31.0|707.0|Y|P|SF|1|P|PA|161||FRM|787.0||N
172385228791|R|FIRST TENNESSEE BANK NATIONAL ASSOCIATION|7.875|109000|360|09/1999|11/1999|90.0||1.0|40.0|627.0|N|P|SF|1|P|NV|894|25.0|FRM||1.0|N
648485479965|C|SUNTRUST MORTGAGE INC.|7.0|100000|360|02/1999|04/1999|80.0||2.0|15.0|807.0|Y|P|SF|1|P|NJ|77||FRM|724.0||N
